gene_list,time
pykF,500
spoT,500
pykF,1000
wcaM,1000
infB,1000
spoT,1000
pykF,1500
wcaM,1500
infB,1500
spoT,1500
pykF,2000
wcaM,2000
infB,2000
pitA,2000
spoT,2000
rpsA,5000
appC,5000
flgB,5000
mppA,5000
pykF,5000
wcaM,5000
mreB,5000
spoT,5000
hslU,5000
ybaL,10000
rpsA,10000
appC,10000
flgB,10000
speG,10000
pykF,10000
wcaM,10000
yqeB,10000
mreB,10000
spoT,10000
yihP,10000
hslU,10000
iclR,10000
metH,10000
nadR,10000
arcA,10000
ybaL,15000
lrp,15000
rpsA,15000
appC,15000
flgB,15000
rnb,15000
speG,15000
pykF,15000
wcaM,15000
purL,15000
yqeB,15000
mreB,15000
spoT,15000
ilvL,15000
yihP,15000
hslU,15000
iclR,15000
metH,15000
nadR,15000
arcA,15000
aceE,20000
ybaL,20000
lrp,20000
rpsA,20000
appC,20000
flgB,20000
rnb,20000
mppA,20000
speG,20000
pykF,20000
wcaM,20000
yqeB,20000
yqeB,20000
mreB,20000
malT,20000
yibF,20000
spoT,20000
ilvL,20000
yihP,20000
hslU,20000
ppc,20000
iclR,20000
metH,20000
nadR,20000
arcA,20000
yaaX,30000
ybaL,30000
lrp,30000
rpsA,30000
ycbB,30000
appC,30000
flgB,30000
rnb,30000
speG,30000
pykF,30000
sdaA,30000
yeeF,30000
wcaM,30000
menC,30000
yfhR,30000
yqeB,30000
yqeB,30000
mreB,30000
yhfX,30000
feoA,30000
malT,30000
spoT,30000
ilvL,30000
yihP,30000
cpxR,30000
hslU,30000
iclR,30000
metH,30000
dcuS,30000
nadR,30000
arcA,30000
yaaX,40000
ybaL,40000
lrp,40000
rpsA,40000
ycbB,40000
appC,40000
torA,40000
putA,40000
flgB,40000
rnb,40000
yneE,40000
speG,40000
pykF,40000
yeeF,40000
yeeF,40000
wcaM,40000
menC,40000
yfdC,40000
yfhR,40000
yqeB,40000
yqeB,40000
ECB_02836,40000
yhbG,40000
mreB,40000
rpsD,40000
yhfX,40000
feoA,40000
malT,40000
spoT,40000
ilvL,40000
yihP,40000
cpxR,40000
hslU,40000
iclR,40000
metH,40000
dcuS,40000
nadR,40000
arcA,40000
yaaX,50000
ftsA,50000
ybaL,50000
ybfD,50000
sucB,50000
ybjD,50000
lrp,50000
rpsA,50000
ycbB,50000
appC,50000
torA,50000
flgB,50000
rnb,50000
speG,50000
pykF,50000
yeeF,50000
yeeF,50000
wcaM,50000
yejF,50000
menC,50000
tktB,50000
yfhR,50000
gudP,50000
yqeB,50000
yqeB,50000
ECB_02836,50000
yhbG,50000
argR,50000
mreB,50000
rpsD,50000
yhfX,50000
feoA,50000
malT,50000
spoT,50000
ilvL,50000
yihP,50000
cpxR,50000
hslU,50000
iclR,50000
metH,50000
dcuS,50000
hsdS,50000
nadR,50000
arcA,50000
